ID	Bin	TaxonRelativeAbundance	Domain	Phylum	Class	Order	Family	Species
AB622940.1.1385	Bin230	3.75236233069932e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	uncultured bacterium
JQ793519.1.1505	Bin230	1.28755496281691e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA
AB257599.1.1467	Bin230	2.11395872283756e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ambiguous_taxa
JF810841.1.1434	Bin230	4.74740065067402e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ambiguous_taxa
JX133291.1.1500	Bin230	4.18395923299219e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	uncultured bacterium
AB806226.1.1467	Bin230	2.55728681657961e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	uncultured bacterium
AB045093.1.1490	Bin230	2.37401172719743e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ambiguous_taxa
AB362271.1.1399	Bin230	7.8835733306846e-07	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ambiguous_taxa
AF309812.1.1546	Bin230	7.72033735691096e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ambiguous_taxa
LC107492.1.1423	Bin230	3.50952554484241e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ambiguous_taxa
EF419401.1.1434	Bin230	2.54296310880135e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	uncultured bacterium
GQ284338.1.1481	Bin230	1.94959959877324e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ambiguous_taxa
JQ796008.1.1538	Bin230	5.0126610786961e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ambiguous_taxa
OTU_DN_14399	Bin230	1.97878049577578e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA
HQ600996.1.1402	Bin230	4.34216353189404e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ambiguous_taxa
AY072721.1.1481	Bin230	8.95941992719929e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ambiguous_taxa
OTU_DN_10298	Bin228	3.05488093601552e-06	Bacteria	Firmicutes	Bacilli	uncultured	NA	NA
AM930273.1.1522	Bin228	0.000106327930470115	Bacteria	Firmicutes	Bacilli	uncultured	NA	NA
FN667443.1.1512	Bin228	1.52744046800776e-06	Bacteria	Firmicutes	Bacilli	SHBZ1548	uncultured compost bacterium	uncultured compost bacterium
FN667382.1.1494	Bin228	5.15840310197268e-06	Bacteria	Firmicutes	Bacilli	SHBZ1548	uncultured compost bacterium	uncultured compost bacterium
KJ639906.1.1391	Bin232	2.0463493301056e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	NA
LN566407.1.1366	Bin232	4.06733777711307e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	uncultured bacterium
DQ346478.1.1500	Bin232	5.01272476742822e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Ambiguous_taxa
OTU_DN_2684	Bin232	8.55129247014006e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Ambiguous_taxa
AB434904.1.1457	Bin232	1.02196196257575e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	NA
DQ346500.1.1495	Bin232	8.11220675792901e-07	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	uncultured compost bacterium
FN667170.1.1471	Bin232	3.36955297890015e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	uncultured compost bacterium
KF911300.1.1456	Bin232	2.98494087248115e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	NA
OTU_DN_14289	Bin232	1.17006756110576e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	uncultured Firmicutes bacterium
JF116728.1.1351	Bin232	5.34564971026579e-07	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	uncultured bacterium
OTU_DN_5561	Bin232	1.69544424637356e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	uncultured bacterium
AM930302.1.1500	Bin232	4.98441901167612e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	uncultured bacterium
FN667140.1.1469	Bin232	1.72910552686217e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Ambiguous_taxa
FN667478.1.1473	Bin232	2.53113848642576e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Ambiguous_taxa
OTU_DN_17526	Bin232	1.24818819129318e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	NA
KF911157.1.1475	Bin232	2.14129538853537e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	uncultured bacterium
OTU_DN_9378	Bin232	4.11465062501543e-07	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	uncultured bacterium
OTU_DN_3260	Bin232	4.52439575039006e-06	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	uncultured bacterium
OTU_DN_5748	Bin232	2.99839940161993e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_5422	Bin232	4.8181024884412e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_19553	Bin232	1.02196196257575e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_1750	Bin232	8.81998217212772e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_15593	Bin232	1.56355051049924e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_1312	Bin232	3.73270183934281e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_2958	Bin232	6.8124146897356e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_3542	Bin232	2.79019809130739e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_2085	Bin232	1.21666653792438e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_1831	Bin232	2.21196257896725e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
JQ769585.1.1442	Bin232	2.22919548740424e-05	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_18749	Bin232	1.06912994205316e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_1490	Bin232	5.57823975815977e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
CU923584.1.1271	Bin232	1.11645718046743e-05	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
AB630576.1.1406	Bin232	3.82554259961049e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_10013	Bin232	5.35809329817147e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_3977	Bin232	1.97963453799324e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_2936	Bin232	5.41555700619339e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
OTU_DN_14394	Bin232	1.21097628908426e-06	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium
FN667333.1.1492	Bin232	3.25157514719888e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	uncultured compost bacterium
JX555980.1.1413	Bin232	4.00321704551747e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	NA
OTU_DN_10210	Bin232	1.98571871103027e-07	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	NA
HQ183748.1.1514	Bin232	2.37531328934935e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	NA
OTU_DN_1702	Bin232	9.25063527669794e-06	Bacteria	Firmicutes	Bacilli	Bacillales	uncultured	NA
OTU_DN_4520	Bin232	4.19607719746579e-06	Bacteria	Firmicutes	Bacilli	Bacillales	uncultured	uncultured bacterium
GU377280.1.1456	Bin232	1.18972636396951e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Ambiguous_taxa
JF214406.1.1366	Bin232	2.66984715104859e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Ambiguous_taxa
AF138733.1.1475	Bin232	2.91698217329929e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	NA
OTU_DN_146	Bin232	3.15751338710021e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	NA
AM930295.1.1512	Bin232	8.67524159037108e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Ambiguous_taxa
AB362280.1.1429	Bin232	2.41429613076788e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	NA
OTU_DN_5312	Bin232	1.50350088560519e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	NA
HQ383683.1.1488	Bin232	1.83603113143587e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	NA
JX861508.1.1541	Bin232	8.7663291885964e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Ambiguous_taxa
AM500747.1.1507	Bin232	2.13679260602161e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	NA
JF168946.1.1368	Bin232	1.22914960146348e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	NA
FN667050.1.1484	Bin232	5.7312445510957e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	uncultured compost bacterium
FN667428.1.1485	Bin232	7.5589217953951e-07	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	uncultured compost bacterium
OTU_DN_2515	Bin232	9.68292453820828e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	uncultured bacterium
OTU_DN_5274	Bin232	1.18765664467468e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	uncultured bacterium
AFHT01000143.38.1485	Bin232	5.42647772784889e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	NA
AB004913.1.1479	Bin233	3.69317452625683e-06	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XVIII	Ambiguous_taxa
AB455238.1.1488	Bin233	2.47348883596958e-06	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XVIII	Ambiguous_taxa
OTU_DN_17289	Bin233	1.06912994205316e-06	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XVIII	uncultured bacterium
OTU_DN_10879	Bin233	1.07443936596817e-06	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XVIII	uncultured bacterium
OTU_DN_3481	Bin233	2.43674901931617e-06	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	uncultured Clostridiales bacterium
OTU_DN_4456	Bin233	1.21626625254532e-05	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	uncultured Clostridiales bacterium
OTU_DN_11483	Bin233	1.19869466227269e-06	Bacteria	Firmicutes	Bacilli	NA	NA	NA
OTU_DN_13713	Bin233	1.32825938249221e-06	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	uncultured Clostridiales bacterium
OTU_DN_18838	Bin233	1.06912994205316e-06	Bacteria	Firmicutes	Clostridia	NA	NA	NA
OTU_DN_11712	Bin233	2.63331138907176e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Ambiguous_taxa
FR687487.1.1515	Bin233	5.34422450107545e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Ambiguous_taxa
FR687465.1.1497	Bin233	3.34528211987291e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	uncultured bacterium
KC921162.1.1322	Bin233	7.08594493349649e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	NA
JX133323.1.1496	Bin233	2.89256278111563e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Ambiguous_taxa
JQ028130.1.1403	Bin233	3.40866715078649e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	NA
JX133626.1.1509	Bin233	5.0121429650418e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	uncultured bacterium
JX079215.1.1425	Bin233	1.18281382923212e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	uncultured bacterium
OTU_DN_15502	Bin233	1.56355051049924e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	uncultured bacterium
HG764474.1.1524	Bin233	0.00144243495195379	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Ambiguous_taxa
OTU_DN_11513	Bin233	2.05692608478552e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	uncultured bacterium
AB533832.1.1519	Bin233	1.07850823130308e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Ambiguous_taxa
KP050358.1.1457	Bin233	1.19534945682827e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Ambiguous_taxa
AB696452.1.1468	Bin233	7.83274337413396e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	uncultured bacterium
AB637330.1.1507	Bin233	6.050574178692e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	uncultured bacterium
JN590723.1.1315	Bin233	9.01757481378359e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	NA
OTU_DN_17394	Bin233	4.23749483076728e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	uncultured bacterium
HM823618.1.1368	Bin233	3.12912777050552e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Ambiguous_taxa
FJ536903.1.1455	Bin233	2.88722425042184e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Ambiguous_taxa
OTU_DN_11222	Bin233	1.58507493441752e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	uncultured bacterium
OTU_DN_11615	Bin233	2.37761240162629e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Ambiguous_taxa
JF210774.1.1373	Bin233	3.76616723678242e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Ambiguous_taxa
OTU_DN_2053	Bin235	6.18370841068589e-06	Bacteria	Firmicutes	Clostridia	Halanaerobiales	ODP1230B8.23	uncultured bacterium
JQ086787.1.1469	Bin235	1.98298215720264e-05	Bacteria	Firmicutes	Clostridia	Halanaerobiales	ODP1230B8.23	uncultured bacterium
JN003074.1.1264	Bin235	1.11740822909552e-05	Bacteria	Firmicutes	Clostridia	Halanaerobiales	ODP1230B8.23	uncultured bacterium
OTU_DN_6855	Bin235	2.1783366148246e-06	Bacteria	Firmicutes	Clostridia	Halanaerobiales	ODP1230B8.23	uncultured bacterium
JQ684453.1.1565	Bin235	1.07472002022414e-05	Bacteria	Firmicutes	Clostridia	Halanaerobiales	ODP1230B8.23	uncultured bacterium
EU134913.1.1367	Bin235	6.63147960405971e-06	Bacteria	Firmicutes	Clostridia	Halanaerobiales	ODP1230B8.23	uncultured bacterium
OTU_DN_12209	Bin235	7.92537467208762e-07	Bacteria	Firmicutes	Clostridia	Halanaerobiales	ODP1230B8.23	uncultured bacterium
OTU_DN_13638	Bin234	4.43619871139525e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
HM262861.1.1335	Bin234	1.33822046912118e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JF168872.1.1327	Bin234	3.45560801525722e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
GQ008023.1.1336	Bin234	4.75418976922763e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JF221193.1.1329	Bin234	7.51714819096745e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_10145	Bin234	1.29078751053914e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5153	Bin234	5.68270232878343e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_935	Bin234	1.71669332935301e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
KC172332.1.1488	Bin234	2.94074972103239e-05	Bacteria	FBP	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium
HQ121187.1.1490	Bin234	1.5555041785755e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2986	Bin234	4.00863788819951e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JF139354.1.1335	Bin234	5.05573849737779e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_12370	Bin234	1.58507493441752e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JQ711705.1.1512	Bin234	1.59043580791924e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
FN811251.1.1500	Bin234	1.71038306292247e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3794	Bin234	1.47872686708974e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3280	Bin234	1.4642674200748e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_16313	Bin234	1.77158902677757e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
KF037281.1.1495	Bin234	4.9342173726009e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2681	Bin234	1.33666136098756e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2727	Bin234	4.7361551668235e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4898	Bin234	8.90298658870182e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2638	Bin234	1.3726579060893e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
HM565028.1.1488	Bin234	1.27403303929736e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_1511	Bin234	9.85489233964387e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
HQ120184.1.1495	Bin234	3.01241210734546e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2536	Bin234	2.65867998396611e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
KC011131.1.1489	Bin234	9.50445774949431e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_15538	Bin234	2.60916141198295e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4013	Bin234	2.41401164932498e-06	Bacteria	FBP	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium
OTU_DN_12658	Bin234	8.77770463023919e-07	Bacteria	FBP	NA	NA	NA	NA
JN178086.1.1515	Bin234	2.99011574044991e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5893	Bin234	5.23245166522774e-07	Bacteria	FBP	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium
OTU_DN_1939	Bin234	2.10592523468348e-05	Bacteria	FBP	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium
OTU_DN_3444	Bin234	2.99230542565584e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
HM263359.1.1334	Bin234	8.28236089533947e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5446	Bin234	1.16184227435061e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_7240	Bin234	9.98913436562888e-07	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
DQ990931.1.1384	Bin234	1.93555800370119e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
KM200379.1.1480	Bin234	5.34877446603248e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
KF975566.1.1506	Bin234	3.83956469636494e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_19680	Bin234	6.1110500006111e-07	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5591	Bin234	5.87505765704606e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2303	Bin234	1.91448421197898e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6111	Bin234	4.0621942066437e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
KC331360.1.1495	Bin234	4.61741838797132e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3622	Bin234	1.21281311598924e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
AJ863240.1.1444	Bin234	8.3424552150159e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
EF019331.1.1388	Bin234	2.0094684294522e-05	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_19741	Bin234	2.55696849030195e-06	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_15996	Bin234	1.77158902677757e-06	Bacteria	FBP	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium
OTU_DN_4787	Bin235	8.68179532310164e-06	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5912	Bin235	5.72360790877004e-06	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_12129	Bin235	5.40669298478446e-06	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2240	Bin235	1.30462113628118e-05	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_9115	Bin235	1.58507493441752e-06	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6610	Bin235	3.09033017500018e-06	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_19709	Bin235	5.58665459949273e-07	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5039	Bin235	1.57826684443878e-06	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	uncultured bacterium
JQ625004.1.1347	Bin235	3.48755857081532e-06	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	uncultured bacterium
OTU_DN_6946	Bin235	2.99629270711609e-06	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_1093	Bin235	1.64293021446044e-05	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_8423	Bin235	4.4950557832813e-06	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5401	Bin235	7.07143564286421e-07	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3198	Bin235	1.23169001473937e-05	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
FJ479177.1.1483	Bin235	1.97105286831769e-05	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_732	Bin235	1.44238473696909e-05	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_14363	Bin235	1.41428712857284e-06	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5749	Bin235	3.46329314010392e-06	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
JF833886.1.1487	Bin235	7.92537467208762e-07	Bacteria	Armatimonadetes	uncultured	NA	NA	NA
OTU_DN_5020	Bin235	2.34532576574886e-06	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
EU135002.1.1325	Bin235	8.03346109710125e-07	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_18373	Bin235	1.158091002791e-06	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
EU133285.1.1380	Bin235	4.94389692896482e-06	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
JN178799.1.1518	Bin235	1.99333262996834e-06	Bacteria	Armatimonadetes	uncultured	NA	NA	NA
OTU_DN_918	Bin235	1.15741112721803e-05	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
JN417587.1.1528	Bin235	5.80158974004124e-06	Bacteria	Armatimonadetes	uncultured	NA	NA	NA
JN672510.1.1264	Bin235	1.97509622992405e-06	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
