ID	Bin	TaxonRelativeAbundance	Domain	Phylum	Class	Order	Family	Species
JX222390.1.1506	Bin49	2.20603012872424e-05	Bacteria	TM6 (Dependentiae)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_3869	Bin49	1.29508321465509e-05	Bacteria	TM6 (Dependentiae)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_825	Bin49	3.09503291365303e-05	Bacteria	TM6 (Dependentiae)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_976	Bin49	7.60624629336315e-06	Bacteria	TM6 (Dependentiae)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_9452	Bin49	3.40427415254996e-06	Bacteria	TM6 (Dependentiae)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_3666	Bin49	2.6252634176571e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
AB630930.1.1463	Bin49	1.45340387186791e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_14271	Bin49	2.86380581079665e-06	Bacteria	TM6 (Dependentiae)	NA	NA	NA	NA
OTU_DN_5532	Bin49	5.790455013955e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_18806	Bin49	1.06912994205316e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4342	Bin49	7.50294490587556e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_1892	Bin49	4.00979748066095e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_8142	Bin49	4.13501582978042e-06	Bacteria	TM6 (Dependentiae)	NA	NA	NA	NA
OTU_DN_2855	Bin49	3.38696020321761e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_7825	Bin49	2.11577522004062e-06	Bacteria	TM6 (Dependentiae)	uncultured Nautiliales bacterium	uncultured Nautiliales bacterium	uncultured Nautiliales bacterium	uncultured Nautiliales bacterium
OTU_DN_3060	Bin49	2.29580196413577e-06	Bacteria	TM6 (Dependentiae)	uncultured Nautiliales bacterium	uncultured Nautiliales bacterium	uncultured Nautiliales bacterium	uncultured Nautiliales bacterium
OTU_DN_5851	Bin49	1.12915883312726e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_8930	Bin49	1.58507493441752e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_14121	Bin49	1.12915883312726e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4020	Bin49	3.86403170436002e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2318	Bin47	1.7121199953674e-05	Bacteria	TM6 (Dependentiae)	NA	NA	NA	NA
OTU_DN_8720	Bin47	1.75554092604784e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3646	Bin47	1.08133692834353e-05	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_9601	Bin47	1.69348010160881e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5510	Bin47	1.56355051049924e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5637	Bin47	4.56156108945915e-06	Bacteria	TM6 (Dependentiae)	NA	NA	NA	NA
OTU_DN_824	Bin47	2.86567458347168e-05	Bacteria	TM6 (Dependentiae)	uncultured Candidatus Dependentiae bacterium	uncultured Candidatus Dependentiae bacterium	uncultured Candidatus Dependentiae bacterium	uncultured Candidatus Dependentiae bacterium
OTU_DN_2222	Bin47	8.63229670415845e-06	Bacteria	TM6 (Dependentiae)	NA	NA	NA	NA
OTU_DN_2380	Bin47	1.8322051170596e-06	Bacteria	TM6 (Dependentiae)	NA	NA	NA	NA
OTU_DN_3182	Bin47	8.85794513388784e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2550	Bin47	4.51295380068805e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6362	Bin47	1.43545354294722e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_15136	Bin47	3.18062870668913e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3367	Bin47	3.14862544491677e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_7793	Bin47	1.65954571827354e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_855	Bin47	8.79260551243401e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6522	Bin47	1.7371365041865e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5346	Bin47	1.80024604180543e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
HM186683.1.1371	Bin47	1.49514481430245e-05	Bacteria	TM6 (Dependentiae)	NA	NA	NA	NA
KF964635.1.1497	Bin47	5.23245166522774e-07	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	uncultured bacterium
OTU_DN_14548	Bin47	1.41428712857284e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	uncultured bacterium
OTU_DN_7305	Bin47	2.63331138907176e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	DA111	NA
OTU_DN_1987	Bin57	7.49401819495986e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
OTU_DN_6219	Bin57	3.48175413199653e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
AM935676.1.1312	Bin57	2.8412520353838e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
OTU_DN_9146	Bin57	5.790455013955e-07	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
LN562480.1.1334	Bin57	2.13293966529633e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
EU133427.1.1316	Bin57	6.18829920878057e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	KCM-B-15	uncultured bacterium
OTU_DN_2888	Bin57	1.86352935949327e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	KCM-B-15	uncultured bacterium
HQ864208.1.1492	Bin57	1.50636548068732e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
OTU_DN_19225	Bin57	1.66309102097158e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
DQ413127.1.1438	Bin57	8.53103030290351e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
OTU_DN_17545	Bin57	3.71233989909207e-07	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
OTU_DN_14210	Bin57	1.11351623557283e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
AY921916.1.1348	Bin57	2.44212020742305e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
OTU_DN_3127	Bin57	1.21010172145595e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
OTU_DN_4062	Bin57	2.83535018911029e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
EU332810.1.1448	Bin57	2.92277638929997e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ambiguous_taxa
EU133261.1.1316	Bin57	3.50460162891065e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
KC358118.1.1246	Bin51	3.03847307207618e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	B79	uncultured bacterium
EU133288.1.1316	Bin51	5.31246989592721e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	B79	uncultured bacterium
GQ389024.1.1455	Bin51	1.13809021189016e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	B79	NA
HM445196.1.1311	Bin51	7.92537467208762e-07	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	B79	Ambiguous_taxa
OTU_DN_11736	Bin51	3.40875524956751e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	B79	uncultured bacterium
AM936263.1.1311	Bin51	8.51641503397912e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AKYH478	NA
OTU_DN_13201	Bin51	6.53589198950527e-07	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AKYH478	uncultured alpha proteobacterium
LN680467.1.1210	Bin51	1.04649033304555e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MNC12	Ambiguous_taxa
JQ923542.1.1456	Bin51	0.000131587927575093	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MNC12	NA
OTU_DN_15275	Bin51	1.56355051049924e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MNC12	NA
EU665132.1.1396	Bin51	8.33193898906771e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MNC12	Ambiguous_taxa
OTU_DN_15320	Bin51	1.56355051049924e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MNC12	Ambiguous_taxa
KM268032.1.1394	Bin51	9.55355223270478e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AKYH478	NA
HQ385561.1.1349	Bin51	0.00011294728617278	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AKYH478	NA
OTU_DN_16899	Bin51	2.66480061261143e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AKYH478	uncultured bacterium
OTU_DN_6979	Bin50	3.10785327954234e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
OTU_DN_11805	Bin50	1.75554092604784e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
OTU_DN_2616	Bin50	6.56538732254232e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	B79	uncultured bacterium
OTU_DN_13253	Bin50	5.33569581579894e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
OTU_DN_10517	Bin50	4.2928571073453e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
OTU_DN_963	Bin50	1.02477401039529e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
EU133331.1.1285	Bin50	7.20560598639686e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
OTU_DN_3832	Bin50	1.77864571786165e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
AM935475.1.1312	Bin50	4.12777978154483e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
JQ978990.1.1459	Bin50	7.98542158200056e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
OTU_DN_114	Bin50	5.83158350718633e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	NA
AM935450.1.1314	Bin50	8.10701205848418e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
HQ397503.1.1452	Bin50	1.85373933806139e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
LN572459.1.1327	Bin50	1.1663752382211e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
KJ615280.1.1303	Bin50	8.77770463023919e-07	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
OTU_DN_4998	Bin50	5.77726638201533e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
OTU_DN_2906	Bin50	5.34227485322011e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
OTU_DN_3878	Bin50	7.13472306110353e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
OTU_DN_345	Bin50	5.48000687161988e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
OTU_DN_7069	Bin50	8.31406194349647e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
OTU_DN_2994	Bin50	5.04404741115247e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
OTU_DN_10512	Bin50	3.05228118766523e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
OTU_DN_3876	Bin50	1.63614928336344e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
OTU_DN_14076	Bin50	1.12915883312726e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
OTU_DN_3033	Bin50	1.01183819494248e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
HQ166684.1.1483	Bin50	4.67555488250712e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
EU133575.1.1318	Bin51	5.4448942231126e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium
OTU_DN_14614	Bin51	1.41051681336042e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
JN801123.1.1312	Bin51	3.15707408181492e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MND8	uncultured bacterium
JQ798460.1.1447	Bin51	4.632364011164e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
OTU_DN_16915	Bin51	1.71811987288908e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
OTU_DN_7742	Bin51	3.54572177011471e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
HG528988.1.1248	Bin51	2.05925444112438e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
AJ583166.1.1384	Bin51	1.11733091989855e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
OTU_DN_12997	Bin51	8.77770463023919e-07	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
HQ119279.1.1459	Bin51	9.96803652160038e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
EF018410.1.1333	Bin51	8.77770463023919e-07	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
JN023709.1.1441	Bin51	1.32722709588238e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
OTU_DN_5263	Bin51	4.3888523151196e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
OTU_DN_6275	Bin51	2.1044044007346e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
OTU_DN_4721	Bin51	1.0533245556287e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
JQ318878.1.1304	Bin51	2.20061521608842e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MND8	NA
OTU_DN_487	Bin51	3.84297554484255e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
HQ222264.1.1509	Bin51	4.57489117885281e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ambiguous_taxa
FN594624.1.1200	Bin51	3.92641996243073e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
JQ278806.1.1445	Bin51	1.89739525169371e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ambiguous_taxa
KC211834.1.1243	Bin51	1.50058898117511e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ambiguous_taxa
FR667880.1.1446	Bin51	9.66313644603722e-07	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ambiguous_taxa
OTU_DN_11471	Bin51	2.33458642744334e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
JN023848.1.1448	Bin51	1.57431272245838e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	DA111	uncultured bacterium
OTU_DN_5000	Bin51	3.90125693999952e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
JN023866.1.1444	Bin51	3.41713055547537e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
JN023699.1.1435	Bin51	4.43169748510027e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium
OTU_DN_6206	Bin51	3.70917140203614e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
OTU_DN_1758	Bin51	8.28540927391416e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
OTU_DN_5922	Bin51	1.9600580657403e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	DA111	uncultured bacterium
OTU_DN_5144	Bin51	1.79348029990852e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
OTU_DN_18257	Bin51	2.18286335513178e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
OTU_DN_1974	Bin51	1.51744796751762e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	B79	uncultured bacterium
KT714197.1.1466	Bin51	8.73708277769744e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AKYH478	uncultured bacterium
OTU_DN_8437	Bin51	3.13786323295762e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
JF428957.1.1487	Bin52	0.000275949873060403	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	JG37-AG-20	Ambiguous_taxa
OTU_DN_7497	Bin52	5.26662277814352e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	JG37-AG-20	Ambiguous_taxa
AJ518766.1.1281	Bin52	4.32914513679447e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	JG37-AG-20	Ambiguous_taxa
EF019016.1.1351	Bin52	2.43157780246727e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured Hyphomicrobiaceae bacterium
OTU_DN_15369	Bin52	1.75554092604784e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	JG37-AG-20	NA
OTU_DN_7897	Bin52	2.34532576574886e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	JG37-AG-20	uncultured bacterium
OTU_DN_10266	Bin52	2.27878609257061e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	JG37-AG-20	Ambiguous_taxa
KJ191978.1.1465	Bin52	3.17014986883505e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	JG37-AG-20	NA
JN023839.1.1454	Bin52	2.3316964925978e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	JG37-AG-20	uncultured bacterium
JN024087.1.1452	Bin52	4.55918099370343e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	JG37-AG-20	uncultured bacterium
GQ264260.1.1439	Bin52	1.52346592997439e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	JG37-AG-20	NA
OTU_DN_12460	Bin52	2.63331138907176e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	JG37-AG-20	uncultured bacterium
LN567342.1.1324	Bin52	2.24469725703357e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
OTU_DN_11516	Bin52	8.85794513388784e-07	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured alpha proteobacterium
JF833841.1.1449	Bin52	1.61967017023115e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ambiguous_taxa
