"SpeciesID"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Species"
"2343"	"OTU_DN_3157"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2344"	"OTU_DN_5787"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2345"	"OTU_DN_10014"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2346"	"OTU_DN_7455"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2347"	"OTU_DN_6718"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2348"	"OTU_DN_15998"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2349"	"OTU_DN_4746"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2350"	"OTU_DN_8950"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2351"	"LN570914.1.1386"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2352"	"OTU_DN_10325"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2353"	"OTU_DN_17364"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2354"	"OTU_DN_17548"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2355"	"OTU_DN_8316"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2356"	"AY326616.1.1478"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2357"	"HM278651.1.1378"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2358"	"OTU_DN_16329"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2359"	"OTU_DN_1651"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2360"	"AACY020170993.10.1544"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2361"	"OTU_DN_3874"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2362"	"OTU_DN_5928"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2363"	"OTU_DN_1213"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2364"	"OTU_DN_13706"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2365"	"OTU_DN_8646"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2366"	"OTU_DN_2295"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2367"	"HM921133.1.1352"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2368"	"JF168449.1.1376"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2369"	"OTU_DN_2044"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2370"	"OTU_DN_7901"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2371"	"OTU_DN_11337"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2372"	"OTU_DN_8644"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2373"	"AY289398.1.1459"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2374"	"OTU_DN_8197"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	NA	NA	NA
"2375"	"JF718667.1.1523"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2376"	"AM085462.1.1521"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2377"	"OTU_DN_298"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	NA	NA	NA
"2378"	"HM186390.1.1382"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2379"	"OTU_DN_10235"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured Acidobacteria bacterium"	"uncultured Acidobacteria bacterium"	"uncultured Acidobacteria bacterium"
"2380"	"JN408904.1.1483"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	NA	NA	NA
"2381"	"KC331542.1.1523"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2382"	"EF612358.1.1504"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2383"	"EU132094.1.1377"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2384"	"GQ214110.1.1484"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2385"	"KC255253.1.1524"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2386"	"EF019375.1.1393"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2387"	"OTU_DN_3510"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2388"	"OTU_DN_1372"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2389"	"HQ190371.1.1527"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2390"	"KJ410555.1.1413"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2391"	"JX223157.1.1520"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2392"	"AY326582.1.1481"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	NA	NA	NA
"2393"	"OTU_DN_11278"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2394"	"EU132344.1.1349"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2395"	"OTU_DN_16056"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2396"	"OTU_DN_1713"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2397"	"JN607043.1.1377"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2398"	"EU132356.1.1351"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2399"	"JQ825128.1.1513"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2400"	"EU132093.1.1385"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2401"	"EU132387.1.1371"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2402"	"OTU_DN_12838"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2403"	"OTU_DN_8661"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2404"	"OTU_DN_3956"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2405"	"OTU_DN_4583"	"Bacteria"	"Acidobacteria"	"Subgroup 25"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2406"	"OTU_DN_8470"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"uncultured Hyphomicrobiaceae bacterium"
"2407"	"OTU_DN_11729"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"Ambiguous_taxa"
"2408"	"JF266512.1.1379"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured bacterium"
"2409"	"EU132090.1.1383"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"Ambiguous_taxa"
"2410"	"OTU_DN_15252"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured bacterium"
"2411"	"OTU_DN_10510"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured bacterium"
"2412"	"OTU_DN_19081"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"Ambiguous_taxa"
"2413"	"HM061957.1.1473"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"Ambiguous_taxa"
"2414"	"OTU_DN_1110"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"Ambiguous_taxa"
"2415"	"OTU_DN_11681"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"Ambiguous_taxa"
"2416"	"HQ597588.1.1509"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"Ambiguous_taxa"
"2417"	"EU276488.1.1490"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	NA
"2418"	"OTU_DN_7856"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"Ambiguous_taxa"
"2419"	"EF516035.1.1471"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"Ambiguous_taxa"
"2420"	"HM062130.1.1472"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured Acidobacteria bacterium"
"2421"	"HQ597489.1.1509"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"Ambiguous_taxa"
"2422"	"OTU_DN_9240"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured bacterium"
"2423"	"OTU_DN_10875"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured bacterium"
"2424"	"HM062326.1.1478"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured Acidobacteria bacterium"
"2425"	"HQ597681.1.1512"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured Acidobacteria bacterium"
"2426"	"OTU_DN_3995"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"Ambiguous_taxa"
"2427"	"EU669613.1.1513"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	NA
"2428"	"HM062117.1.1478"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured Acidobacteria bacterium"
"2429"	"JQ769673.1.1517"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured bacterium"
"2430"	"JX945568.1.1547"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	NA
"2431"	"OTU_DN_17109"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured bacterium"
"2432"	"JQ425936.1.1510"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured bacterium"
"2433"	"JN559168.1.1519"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	NA
"2434"	"OTU_DN_11323"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured bacterium"
"2435"	"HM445548.1.1381"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"Ambiguous_taxa"
"2436"	"EF019421.1.1386"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured bacterium"
"2437"	"EU131987.1.1386"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"Ambiguous_taxa"
"2438"	"OTU_DN_8476"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	NA
"2439"	"OTU_DN_11851"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	NA
"2440"	"HE818653.1.1400"	"Bacteria"	"Chloroflexi"	"P2-11E"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2441"	"OTU_DN_6779"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"uncultured bacterium"
"2442"	"OTU_DN_7098"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"uncultured bacterium"
"2443"	"OTU_DN_2980"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	NA
"2444"	"OTU_DN_3870"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	NA
"2445"	"OTU_DN_1193"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"uncultured bacterium"
"2446"	"OTU_DN_1844"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	NA
"2447"	"HQ119622.1.1485"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"uncultured bacterium"
"2448"	"HG529163.1.1258"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"uncultured bacterium"
"2449"	"EU135026.1.1413"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"uncultured bacterium"
"2450"	"OTU_DN_14232"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"uncultured bacterium"
"2451"	"JX080252.1.1422"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"uncultured bacterium"
"2452"	"EU135025.1.1309"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"uncultured bacterium"
"2453"	"GU454980.1.1479"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"uncultured bacterium"
"2454"	"EU135023.1.1399"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"uncultured bacterium"
"2455"	"OTU_DN_16775"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"uncultured bacterium"
"2456"	"OTU_DN_5270"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"uncultured bacterium"
"2457"	"OTU_DN_4930"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	NA
"2458"	"OTU_DN_9910"	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"uncultured bacterium"
"2459"	"OTU_DN_1571"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"MidBa8"	"uncultured bacterium"
"2460"	"OTU_DN_9918"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2461"	"JN615914.1.1379"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2462"	"HM186467.1.1386"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2463"	"EU134370.1.1381"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2464"	"OTU_DN_18697"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2465"	"JN801082.1.1382"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2466"	"OTU_DN_19845"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2467"	"OTU_DN_4924"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2468"	"HE974828.1.1521"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2469"	"OTU_DN_19936"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2470"	"JN037991.1.1522"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2471"	"EU134307.1.1389"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2472"	"EU134335.1.1368"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2473"	"OTU_DN_2208"	"Bacteria"	"Tectomicrobia"	"Tectomicrobia Incertae Sedis"	"Unknown Order"	"Unknown Family"	"uncultured bacterium"
"2474"	"OTU_DN_5247"	"Bacteria"	"Tectomicrobia"	"Tectomicrobia Incertae Sedis"	"Unknown Order"	"Unknown Family"	"uncultured bacterium"
"2475"	"AY493913.1.1437"	"Bacteria"	"Tectomicrobia"	"Tectomicrobia Incertae Sedis"	"Unknown Order"	"Unknown Family"	NA
"2476"	"KJ192017.1.1477"	"Bacteria"	"Tectomicrobia"	"Tectomicrobia Incertae Sedis"	"Unknown Order"	"Unknown Family"	NA
"2477"	"OTU_DN_10264"	"Bacteria"	"Tectomicrobia"	"Tectomicrobia Incertae Sedis"	"Unknown Order"	"Unknown Family"	"Ambiguous_taxa"
"2478"	"GU444089.1.1478"	"Bacteria"	"Tectomicrobia"	"Tectomicrobia Incertae Sedis"	"Unknown Order"	"Unknown Family"	NA
"2479"	"OTU_DN_92"	"Bacteria"	"Tectomicrobia"	"Tectomicrobia Incertae Sedis"	"Unknown Order"	"Unknown Family"	"uncultured bacterium"
"2480"	"KC331600.1.1478"	"Bacteria"	"Tectomicrobia"	"Tectomicrobia Incertae Sedis"	"Unknown Order"	"Unknown Family"	"uncultured bacterium"
"2481"	"OTU_DN_6176"	"Bacteria"	"Tectomicrobia"	"Tectomicrobia Incertae Sedis"	"Unknown Order"	"Unknown Family"	"uncultured bacterium"
"2482"	"OTU_DN_22"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2483"	"OTU_DN_5069"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2484"	"LC026862.1.1483"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2485"	"OTU_DN_7107"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2486"	"KJ540706.1.1240"	"Bacteria"	"Tectomicrobia"	NA	NA	NA	NA
"2487"	"OTU_DN_14415"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2488"	"OTU_DN_9765"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2489"	"OTU_DN_2280"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2490"	"AY326516.1.1483"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2491"	"EU134587.1.1314"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2492"	"JX133457.1.1519"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2493"	"OTU_DN_13207"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2494"	"EU134411.1.1271"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2495"	"EU134352.1.1385"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2496"	"OTU_DN_2865"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2497"	"OTU_DN_1453"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2498"	"OTU_DN_796"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2499"	"OTU_DN_12361"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2500"	"HQ397211.1.1490"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2501"	"JN387447.1.1247"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2502"	"KR560030.1.1486"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2503"	"JN672092.1.1315"	"Bacteria"	"Tectomicrobia"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2504"	"EU132429.1.1333"	"Bacteria"	"RBG-1 (Zixibacteria)"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2505"	"OTU_DN_673"	"Bacteria"	"RBG-1 (Zixibacteria)"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2506"	"HE648189.1.1490"	"Bacteria"	"Acidobacteria"	"Subgroup 18"	NA	NA	NA
"2507"	"FQ658830.1.1355"	"Bacteria"	"Acidobacteria"	"Subgroup 18"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2508"	"HQ645155.1.1504"	"Bacteria"	"Acidobacteria"	"Subgroup 18"	"uncultured Acidobacteria bacterium"	"uncultured Acidobacteria bacterium"	"uncultured Acidobacteria bacterium"
"2509"	"HM186982.1.1374"	"Bacteria"	"Acidobacteria"	"Subgroup 18"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2510"	"OTU_DN_11010"	"Bacteria"	"Acidobacteria"	"Subgroup 18"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2511"	"HQ597100.1.1494"	"Bacteria"	"Acidobacteria"	"Subgroup 18"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"
"2512"	"OTU_DN_3895"	"Bacteria"	"Acidobacteria"	"Subgroup 18"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"2513"	"OTU_DN_8947"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	NA
"2514"	"OTU_DN_13039"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermatophilaceae"	"uncultured bacterium"
"2515"	"HM545212.1.1347"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	"uncultured bacterium"
"2516"	"KC358383.1.1253"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae (Subgroup 4)"	NA
