"SpeciesID"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Species"
"9985"	"OTU_DN_880"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"9986"	"JX489842.1.1451"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"9987"	"HG764503.1.1457"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"9988"	"OTU_DN_2997"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	NA
"9989"	"OTU_DN_9293"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"9990"	"JF072528.1.1306"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"9991"	"HM240933.1.1308"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	NA
"9992"	"HM565057.1.1459"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	NA
"9993"	"FJ790638.1.1308"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	NA
"9994"	"OTU_DN_3193"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured soil bacterium"
"9995"	"OTU_DN_9000"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"9996"	"OTU_DN_14639"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"9997"	"OTU_DN_1066"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"9998"	"OTU_DN_4453"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"9999"	"HQ121016.1.1457"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"10000"	"HQ119191.1.1461"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"10001"	"OTU_DN_2212"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"10002"	"OTU_DN_8716"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"10003"	"OTU_DN_11358"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured soil bacterium"
"10004"	"EU861840.1.1445"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"10005"	"OTU_DN_1445"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured soil bacterium"
"10006"	"OTU_DN_2178"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured Chloroflexi bacterium"
"10007"	"OTU_DN_17221"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"10008"	"OTU_DN_5844"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"AKIW781"	"uncultured bacterium"
"10009"	"JF184058.1.1302"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	"uncultured bacterium"
"10010"	"OTU_DN_5744"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	"uncultured bacterium"
"10011"	"OTU_DN_4313"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	"uncultured bacterium"
"10012"	"GQ396860.1.1451"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	"uncultured bacterium"
"10013"	"OTU_DN_12421"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	"uncultured bacterium"
"10014"	"OTU_DN_6333"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	NA
"10015"	"AY922003.1.1339"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	"uncultured bacterium"
"10016"	"OTU_DN_4671"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	NA
"10017"	"OTU_DN_2156"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	NA
"10018"	"LN571111.1.1318"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	"Ambiguous_taxa"
"10019"	"OTU_DN_8589"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	NA
"10020"	"OTU_DN_14236"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	"Ambiguous_taxa"
"10021"	"OTU_DN_810"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	"Ambiguous_taxa"
"10022"	"OTU_DN_5530"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	"Ambiguous_taxa"
"10023"	"OTU_DN_2543"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	"Ambiguous_taxa"
"10024"	"OTU_DN_17592"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	"Ambiguous_taxa"
"10025"	"OTU_DN_8911"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonales"	"Herpetosiphonaceae"	"Ambiguous_taxa"
"10026"	"AM180154.1.1389"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"Ambiguous_taxa"
"10027"	"JX505235.1.1401"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"uncultured Ktedonobacter sp."
"10028"	"OTU_DN_14772"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"uncultured Ktedonobacter sp."
"10029"	"OTU_DN_573"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"Ambiguous_taxa"
"10030"	"OTU_DN_1170"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"Ambiguous_taxa"
"10031"	"OTU_DN_6977"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"bacterium SOSP1-63"
"10032"	"OTU_DN_13796"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"1959-1"	"uncultured bacterium"
"10033"	"OTU_DN_7628"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"uncultured Ktedobacteria bacterium"
"10034"	"OTU_DN_14858"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"uncultured Ktedobacteria bacterium"
"10035"	"KJ191860.1.1451"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	NA
"10036"	"OTU_DN_4781"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"FCPS473"	"uncultured bacterium"
"10037"	"FR687412.1.1462"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"1921-3"	NA
"10038"	"OTU_DN_15718"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"FCPS473"	"uncultured Ktedonobacter sp."
"10039"	"OTU_DN_15868"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"uncultured bacterium"
"10040"	"OTU_DN_8718"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"uncultured bacterium"
"10041"	"EF019503.1.1325"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"uncultured bacterium"
"10042"	"OTU_DN_19591"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	"uncultured bacterium"
"10043"	"AM180160.1.1395"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	NA
"10044"	"HE804463.1.1403"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	NA
"10045"	"OTU_DN_4812"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Thermosporotrichaceae"	"uncultured bacterium"
"10046"	"JF429012.1.1426"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Thermosporotrichaceae"	"uncultured bacterium"
"10047"	"OTU_DN_781"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Thermosporotrichaceae"	"uncultured bacterium"
"10048"	"OTU_DN_2928"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Thermosporotrichaceae"	NA
"10049"	"LN563839.1.1313"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Thermosporotrichaceae"	"uncultured bacterium"
"10050"	"OTU_DN_5220"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Thermosporotrichaceae"	"uncultured bacterium"
"10051"	"OTU_DN_6620"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"FCPS473"	"uncultured bacterium"
"10052"	"OTU_DN_14019"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"G12-WMSP1"	"uncultured Chloroflexi bacterium"
"10053"	"DQ450739.1.1360"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"G12-WMSP1"	"uncultured Chloroflexi bacterium"
"10054"	"KM200445.1.1459"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"1921-3"	"uncultured bacterium"
"10055"	"OTU_DN_543"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"1921-3"	"uncultured Ktedonobacter sp."
"10056"	"OTU_DN_11430"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"1921-3"	"uncultured Ktedonobacter sp."
"10057"	"DQ128986.1.1346"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"HSB OF53-F07"	"Ambiguous_taxa"
"10058"	"OTU_DN_8742"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"JG30a-KF-32"	"uncultured Ktedobacteria bacterium"
"10059"	"OTU_DN_11567"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Thermogemmatisporales"	"1921-2"	"uncultured bacterium"
"10060"	"HM275583.1.1311"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	NA	NA
"10061"	"OTU_DN_2100"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"1959-1"	NA
"10062"	"OTU_DN_7697"	"Bacteria"	"Chloroflexi"	"S085"	"uncultured bacterium"	"uncultured bacterium"	"uncultured bacterium"
"10063"	"OTU_DN_5212"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Chloroflexaceae"	NA
"10064"	"OTU_DN_3741"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Chloroflexaceae"	NA
"10065"	"JXCA01000035.6001.7484"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Chloroflexaceae"	NA
"10066"	"OTU_DN_2020"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Chloroflexaceae"	NA
"10067"	"OTU_DN_1288"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Chloroflexaceae"	NA
"10068"	"OTU_DN_9506"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Chloroflexaceae"	NA
"10069"	"KF037581.1.1447"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Chloroflexaceae"	NA
"10070"	"AY921893.1.1338"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Chloroflexaceae"	NA
"10071"	"EU133967.1.1334"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"FFCH7168"	"uncultured bacterium"
"10072"	"OTU_DN_5954"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"FFCH7168"	"uncultured bacterium"
"10073"	"OTU_DN_1900"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"FFCH7168"	"uncultured bacterium"
"10074"	"OTU_DN_436"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"FFCH7168"	"uncultured bacterium"
"10075"	"JF168545.1.1310"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"FFCH7168"	"uncultured bacterium"
"10076"	"OTU_DN_658"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"FFCH7168"	"uncultured bacterium"
"10077"	"OTU_DN_537"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"FFCH7168"	"uncultured bacterium"
"10078"	"KF494570.1.1366"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"FFCH7168"	"uncultured bacterium"
"10079"	"OTU_DN_6532"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"FFCH7168"	"uncultured bacterium"
"10080"	"EU134116.1.1271"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"FFCH7168"	"uncultured bacterium"
"10081"	"LC026942.1.1416"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"FFCH7168"	"uncultured bacterium"
"10082"	"OTU_DN_208"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"FFCH7168"	"uncultured bacterium"
"10083"	"OTU_DN_3388"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10084"	"JQ738766.1.1449"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10085"	"HE602803.1.1360"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10086"	"LN573874.1.1318"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10087"	"OTU_DN_5349"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10088"	"OTU_DN_5353"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10089"	"OTU_DN_1231"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10090"	"OTU_DN_5709"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10091"	"OTU_DN_5024"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10092"	"OTU_DN_12635"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"Ambiguous_taxa"
"10093"	"OTU_DN_19040"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	NA
"10094"	"OTU_DN_15890"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10095"	"EU134021.1.1299"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10096"	"OTU_DN_1405"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10097"	"JN409163.1.1410"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured Chloroflexi bacterium"
"10098"	"OTU_DN_19586"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured Chloroflexi bacterium"
"10099"	"OTU_DN_2296"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured Chloroflexi bacterium"
"10100"	"OTU_DN_2758"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured Chloroflexi bacterium"
"10101"	"EU134138.1.1331"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10102"	"OTU_DN_697"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10103"	"OTU_DN_442"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10104"	"OTU_DN_18729"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10105"	"OTU_DN_8584"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10106"	"JN409245.1.1410"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10107"	"EU134077.1.1320"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10108"	"EU134097.1.1320"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10109"	"AY921852.1.1334"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	NA
"10110"	"OTU_DN_13984"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10111"	"EU134100.1.1320"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10112"	"EU134099.1.1320"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10113"	"EU134084.1.1381"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10114"	"AF507694.1.1437"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10115"	"EU133958.1.1297"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10116"	"JQ738794.1.1301"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10117"	"HQ697434.1.1442"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10118"	"JN037990.1.1466"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10119"	"AM697057.1.1431"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10120"	"EF516959.1.1386"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10121"	"EF516046.1.1404"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10122"	"GQ397052.1.1443"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10123"	"OTU_DN_15086"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10124"	"FJ592913.1.1364"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10125"	"EU677401.1.1355"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10126"	"JF231287.1.1300"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10127"	"LN573870.1.1314"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10128"	"OTU_DN_10540"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10129"	"OTU_DN_11591"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured soil bacterium"
"10130"	"EU133988.1.1247"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10131"	"EF492921.1.1446"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10132"	"FJ478545.1.1444"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10133"	"KM205489.1.1410"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	NA
"10134"	"JF175400.1.1302"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10135"	"EU589284.1.1482"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10136"	"OTU_DN_4490"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10137"	"OTU_DN_5543"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10138"	"FJ479184.1.1437"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10139"	"OTU_DN_131"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10140"	"AB240368.1.1441"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10141"	"OTU_DN_2200"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10142"	"OTU_DN_4164"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10143"	"EU134029.1.1286"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10144"	"LN573873.1.1312"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10145"	"OTU_DN_13366"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10146"	"OTU_DN_8588"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10147"	"OTU_DN_5477"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10148"	"JF199003.1.1298"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10149"	"OTU_DN_13712"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10150"	"EU134177.1.1293"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10151"	"OTU_DN_1994"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10152"	"OTU_DN_10102"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10153"	"OTU_DN_4016"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10154"	"OTU_DN_4841"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10155"	"OTU_DN_1313"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10156"	"OTU_DN_5497"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10157"	"OTU_DN_13902"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10158"	"OTU_DN_14220"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10159"	"EU134073.1.1257"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10160"	"OTU_DN_900"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10161"	"OTU_DN_19462"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
"10162"	"JN409115.1.1395"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	NA
"10163"	"EU589291.1.1436"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"uncultured bacterium"
