	ERR2092865	ERR2092866	ERR2092867	ERR2092868	ERR2092869	ERR2092870	ERR2092871	ERR2092872	ERR2092873	ERR2092874	ERR2092875	ERR2092876	ERR2092877	ERR2092878	ERR2092879	ERR2092880	ERR2092881	ERR2092882	ERR2092883	ERR2092884	ERR2092885	ERR2092886	ERR2092887	ERR2092888	ERR2092889	ERR2092890	ERR2092891	ERR2092892	ERR2092893	ERR2092894	ERR2092895	ERR2092896	ERR2092897	ERR2092898	ERR2092899	ERR2092900	ERR2523251	ERR2523252	ERR2523253	ERR2523254	ERR2523255	ERR2523256	ERR2523257	ERR2523258	ERR2523259	ERR2523260	ERR2523261	ERR2523262	ERR2523263	ERR2523264	ERR2523265	ERR2523266	ERR2523267	ERR2523268	ERR2523269	ERR2523270	ERR2523271	ERR2523272	ERR2523273	ERR2523274	ERR2523275	ERR2523276	ERR2523277	ERR2523278	ERR2523279	ERR2523280
OTU_dn_3589	0	2	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC551657.1.1469	0	1	0	1	4	2	3	2	3	1	2	2	4	0	0	1	0	1	2	2	1	1	2	2	4	0	2	0	1	6	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_8801	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ540750.1.1473	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN561381.1.1362	0	1	0	4	1	0	3	0	5	0	1	1	0	1	3	1	3	0	2	1	1	0	1	2	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ501327.1.1474	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_9152	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB672195.1.1450	0	1	0	0	1	0	0	0	4	0	1	0	0	3	3	1	0	0	1	0	0	1	0	1	2	0	2	3	3	1	2	1	2	5	11	7	88	122	69	81	36	21	38	27	43	34	43	73	46	25	21	26	48	20	21	62	40	33	22	34	15	24	25	28	44	42
OTU_dn_2933	0	1	0	2	0	0	0	0	1	0	0	0	1	1	4	0	1	0	2	1	2	1	0	3	1	0	2	2	1	0	1	3	5	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU335405.1.1467	0	1	0	0	0	0	1	0	1	0	0	3	2	2	2	1	0	0	1	0	0	2	1	0	1	0	0	0	0	0	1	0	4	3	2	5	2	4	4	1	5	1	1	2	0	1	2	3	0	3	2	4	0	0	3	4	2	1	0	3	1	2	1	1	0	0
AM292615.1.1204	0	1	1	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1242	0	1	1	0	5	4	1	0	1	1	0	0	2	2	4	4	0	0	1	3	0	3	1	2	3	1	2	0	1	5	0	4	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_8930	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3971	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	5	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_6750	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1559	0	1	0	1	2	0	3	2	1	1	0	0	0	2	2	1	1	1	0	0	0	0	2	0	0	1	0	3	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ129114.1.1400	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	15	18	4	4	2	5	3	1	3	2	3	4	0	3	2	8	1	2	3	2	2	3	2	2	0	0	2	2	0
OTU_dn_3506	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	2	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF018506.1.1382	0	2	0	0	2	0	0	0	1	2	2	1	2	1	0	3	0	0	1	1	1	0	0	0	1	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ827954.1.1493	0	1	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2249	0	1	0	6	0	1	0	0	1	0	1	2	2	0	2	0	0	0	0	0	0	0	3	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_11558	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ984541.1.1486	0	1	2	1	1	0	0	0	1	0	0	0	0	1	4	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	2	1	4	3	1	2	193	237	161	161	95	49	182	69	148	128	217	103	185	201	101	132	189	108	165	180	129	71	89	148	52	80	78	82	62	93
OTU_dn_497	0	1	2	1	0	3	2	1	1	4	5	1	5	7	9	4	6	0	4	0	5	1	2	7	5	0	2	13	1	5	7	1	17	11	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3490	0	1	0	1	0	0	0	0	2	2	0	0	2	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_7432	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3996	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	3	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
KM200373.1.1452	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	3	5	6	3	4	2	3	3	7	3	6	6	7	3	6	5	4	4	4	4	4	3	4	4	1	5	2	1	5	7
OTU_dn_2069	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	4	1	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_8851	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ228315.1.1483	0	2	1	1	3	3	0	0	3	1	1	0	4	2	2	0	0	0	0	0	3	0	2	1	1	0	0	0	4	0	3	1	0	0	2	0	15	16	10	20	13	11	85	7	27	76	65	12	80	98	73	102	64	73	112	62	29	5	131	34	21	69	35	8	23	13
OTU_dn_5797	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4865	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3616	0	1	0	0	3	0	0	1	0	1	2	0	2	1	0	1	0	0	1	0	1	2	0	3	0	0	0	5	0	1	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_dn_8445	0	2	0	0	2	3	4	3	2	10	5	4	2	2	2	0	0	2	1	2	5	3	2	0	2	3	3	6	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU881129.1.1480	0	1	0	0	0	1	0	0	2	0	0	1	2	0	1	1	0	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	1	0	3	1	0	0	0	1	0	1
LN563328.1.1330	0	1	0	3	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU_dn_3776	0	1	0	1	0	0	0	0	2	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	4	8	5	2	1	1	1	1	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0
HQ674923.1.1530	0	1	0	0	0	0	1	0	0	1	1	0	1	1	2	2	0	1	0	2	0	1	1	0	5	1	3	0	1	0	0	0	2	3	3	2	3	2	10	5	16	8	6	7	4	2	2	7	2	5	1	2	4	2	1	1	4	5	2	10	2	0	5	13	3	9
FR853407.1.1523	0	1	0	0	0	0	1	0	1	4	2	1	2	4	3	4	0	0	1	1	0	0	0	0	1	3	4	0	1	1	0	0	10	6	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF445718.1.1423	0	1	0	1	1	1	0	1	1	3	2	4	1	0	4	2	4	5	2	2	0	0	1	2	7	3	4	0	1	2	9	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF524859.1.1357	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	2	0	0	4	3	2	2	1	1	13	5	6	6	8	6	9	8	7	5	1	5	9	4	8	9	5	2	0	9	7	2	6	1
OTU_dn_10809	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_6615	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4843	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5867	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF019047.1.1395	0	1	6	0	2	1	1	0	2	1	1	0	0	5	7	2	3	1	2	0	3	1	2	1	0	1	2	2	3	0	2	3	2	9	2	3	1	0	0	0	1	0	1	1	2	1	1	1	0	0	0	3	1	0	1	1	0	1	1	1	1	1	1	1	0	1
LN573316.1.1351	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1	3	5	1	0	4	0	2	3	0	0	1	0	0	1	0	2	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0
OTU_dn_1761	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	6	0	0	1	0	0	20	5	1	0	0	1	0	0	0	0
EF018518.1.1360	0	1	0	1	0	2	0	0	1	0	2	0	2	0	1	2	3	1	0	0	0	0	4	0	0	4	2	0	0	1	1	0	3	7	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_74	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	3	1	0	0	0	0	0	3	2	4	1	4	0	10	39	62	58	192	28	9	2	1	69	2	2	4	7	6	9	1	103	14	36	99	263	8	2	36	60	115	63
OTU_dn_1080	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	2	2	0	8	5	1	6	2	6	11	3	1	3	0	0	7	28	0	1	1	0	0	0
EF019958.1.1361	0	2	1	0	0	2	1	0	2	4	6	1	2	7	3	3	0	1	6	2	4	5	3	2	0	1	1	3	4	0	8	5	15	16	8	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_6446	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	1	0	1	0	3	2	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	1	2	0	0	0
OTU_dn_10578	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_9333	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ191955.1.1433	0	1	5	1	2	0	0	1	2	2	0	0	1	0	12	1	0	0	0	0	4	0	0	0	0	2	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1167	0	1	0	1	0	7	2	2	0	0	6	4	3	1	7	7	9	3	3	3	1	0	2	4	1	0	2	5	1	0	1	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1749	0	1	0	2	1	3	3	0	2	1	1	0	2	1	1	0	3	3	4	1	2	0	2	2	0	0	0	11	3	0	4	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1809	0	1	1	4	7	0	0	0	1	0	3	0	3	0	0	1	0	1	1	0	0	1	3	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_9877	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3008	0	1	0	0	0	0	0	0	0	0	2	0	0	1	2	2	1	0	2	0	1	1	0	0	1	0	1	0	0	2	0	0	4	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ738764.1.1461	0	1	0	0	0	0	3	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	5	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1834	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	4	3	4	9	12	0	2	13	2	0	7	3	2	1	3	1	13	4	8	2	0	1	5	2	3	4
OTU_dn_2071	0	1	0	0	2	1	0	0	1	0	1	0	1	1	1	0	1	1	2	3	0	1	1	0	0	1	1	3	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB179493.1.1501	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB630776.1.1478	0	1	0	0	0	0	1	1	1	1	9	0	0	2	0	0	7	0	2	0	1	1	1	1	0	2	2	7	2	3	1	4	22	8	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3691	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	0	1	0	0	0	1	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM935865.1.1316	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4709	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU331402.1.1441	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	4	0	0	0	0	1	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1063	0	1	1	1	3	0	1	1	5	0	3	1	0	3	4	9	2	0	5	1	1	2	4	1	2	0	1	0	4	7	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ119005.1.1476	0	1	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ796667.1.1389	0	1	1	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_dn_11513	0	1	0	1	0	1	2	0	1	0	3	0	1	3	1	5	1	2	0	0	3	0	0	3	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JX221861.1.1505	0	1	0	2	0	0	0	1	2	0	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_6331	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0
JF266534.1.1359	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	2	1	0	0	0	0	1	0	2	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_7411	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4553	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
